Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Class
0.1195161723696341,-0.07297930705235961,0.029711610828741693,0.2257274806456857,0.16573789932165725,-0.12074485241008773,-0.20796166650872375,0.23537547617031548,0.7028496261738629,0.149663448079778,0.0
-0.1438846171677627,0.19313396569124694,0.05838244349313096,0.31784182460333604,0.3376339301193356,-0.16360522209692835,-0.5718294640018425,0.1338630604037535,-0.04728489927022684,0.26746755490192614,0.0
0.6909363082184721,0.06460544612398411,-0.3328834439012311,0.026297693276258013,-0.174035998686354,0.38754386806867747,-0.1387134441377599,0.00012454468275535313,-0.27566949091274956,0.19740611158449092,0.0
-0.7768262690913874,-0.03329654151454833,0.5304511864759379,0.019480317204606294,0.15205911429115998,-0.3970604918118335,-0.7113812835930626,0.42735784805018984,0.16846358203270922,-0.41231898157228114,0.0
-0.43180899142794343,-0.09747003216819193,0.20667687925621425,0.06126472908014105,-0.2787645045947553,-0.19108077003303,0.8055388910078416,-0.10211259729244461,0.26424000347514764,-0.2048973890940204,0.0
0.3389049213261616,0.14220466787962088,0.3139474850269984,0.48014132383669483,0.25642373777408184,-0.1710266999030224,0.8636644524802829,0.5952592139780122,-0.15141173550522488,-0.1856900543785995,0.0
-0.010307064661949531,0.21828599730375364,-0.43247333907017305,-0.2977491219229359,-0.021638069994454282,-0.23819856850267776,-0.8336281337477475,0.13994530153807344,-0.020605874660883428,0.1826016846378768,0.0
-0.402627865829816,0.1786208412718826,-0.02499778085793603,-0.0699848535162142,0.03724186869256201,-0.3347666224212986,-0.06727894152213655,0.465971153019828,0.24518771305417394,0.304803230634745,0.0
-0.6301995259963383,-0.07347293405580266,0.23082911282515195,0.3018534366201445,1.0,-0.4411680973396417,-0.06472341191592951,0.052839907341621424,-0.04993714638037405,0.457364681650194,0.0
0.2585446413893119,-0.09346775941950308,0.4402687209076556,0.4209659490717738,0.4215531072161275,0.051279117900802126,-0.1591729675608376,0.3888763472528914,-0.34311209171508905,0.17991464646920818,0.0
-0.17739053718766076,-0.21809693762547847,0.31271968745024487,0.38524645385610723,-0.2689910259225966,-0.3515738864813473,-0.5053114693157105,0.2885892678882147,0.09669440163246364,0.1488657664161448,0.0
0.0023134155490124623,-0.17716811024218324,-0.15412817716166335,0.14747243177818384,-0.05870877248410745,-0.09438156431258793,-0.047419972318425076,0.07591483268195885,0.02205146830406594,0.41680808366996375,0.0
-0.903236159071165,0.31044438040610395,-0.2497125935415348,-0.2566526342511899,0.34762224956309806,-0.14709238826702345,-0.6564871609532118,0.2539239929267972,0.463016705083949,0.1958690734254727,0.0
-0.017487545573042298,-0.10946469905748417,0.06914216830160586,0.7968756012499807,-0.4692168547597859,-0.2687521154034874,-0.3736733621680932,0.4914668184874732,0.2433531921446805,0.16184854453988667,0.0
-0.2550167138835752,-0.27607580324270425,0.39932961526780675,0.31957879194809774,0.24189745007502078,0.1629347660458487,-0.2050970706579329,0.371359878982756,0.9053707964622097,0.12386567921462481,0.0
-0.11013950595565526,0.27701823075600684,-0.30491725345180476,0.285066963693632,0.37723463257081946,0.054201679617101,-0.5131970643762729,0.7956195833622122,0.31368014402654293,-0.15461838297021818,0.0
-0.6496631343625513,0.5077834589786479,-0.1294622640207207,-0.18912407503053577,0.21012322229022848,0.047412154025157485,0.5129054734592505,-0.46125986820899206,0.6746004477998032,0.3046436986440699,0.0
0.1539044904305169,0.8003540089396048,-0.006783138948817807,-0.0403151156710787,0.15517814350170558,-0.7568661429436954,-0.03883211985982687,-0.1392631163966146,0.19122424503623364,0.1606345361235405,0.0
-0.32017819308444845,0.26840800236089357,-0.15189399655435126,0.29302364188738794,0.3976549199126359,-0.7960656836612278,-1.187870861201749,0.30253951719758854,-0.2996299159948464,-0.14315398370620672,0.0
0.31443758689266477,-0.33929699099617766,0.2697741887044266,-0.40232066056075744,-0.006658537749887642,0.12463585535701938,-0.22134834334410614,0.09083112697036624,0.4664122798287634,-0.3338816058392777,0.0
-0.7054411327521701,-0.3574816457061639,0.684885613632347,-0.33230754740515683,-0.2393848835087339,0.021600179298588276,0.028082637809514917,0.38038808992392487,0.32538258285028787,0.09034956042904219,0.0
-0.3236533179232977,0.5669663600363697,0.01324979394301392,0.19331435109759174,-0.3105348543458664,-0.24069143693386422,0.21686548561912306,-0.32444063306900917,0.4923517762787525,-0.015681796062811212,0.0
-0.2725074717410252,-0.07621323225602253,-0.018038000289551454,-0.6105443049984646,-0.38621841118208955,-0.8713224284974237,-0.245106443931409,-0.11527525807371784,0.22304580442259508,0.050369382774809957,0.0
0.5022864114832731,-0.10953732870478222,-0.26986407562140746,0.3286942906210941,0.07097341176021985,-0.005721676561735828,-0.2938464208196855,-0.1021443448166998,0.32690170109951433,0.2309406114708863,0.0
-0.5074168086111727,-0.2407139077261956,0.12571721502238423,0.3464980243539668,0.3929478368845576,-0.6935678581972059,-0.36371166180915443,0.23704595053988664,0.5508722297489536,0.24389167266164316,0.0
-0.046160773944814056,-0.4118392542381998,-0.05919009128304616,0.04490947873518859,-0.09861038371575569,-0.18594667914437346,-0.1906475921591964,0.03060755222029295,-0.6457375164021404,0.7253583564326781,0.0
0.03821640677167066,0.5380089944705013,-0.3702442984504176,0.11663335568738835,0.2455271480802619,-0.17428029180109386,0.27874890426258814,-0.623051875494409,0.9208609323214083,-0.1519186057063854,0.0
-0.17923787503940802,0.18084602202639413,-0.11910887978150038,-0.05653215694299669,-0.08380950965499417,0.026968138957858642,-0.827040664173796,0.27616190755779085,0.0759146448776798,0.0752067848525529,0.0
